5.34019;10.286714;unhealthy
5.34019;10.486714;unhealthy
5.34019;10.686714;unhealthy
5.34019;10.886714;unhealthy
5.34019;11.086714;unhealthy
5.34019;11.286714;unhealthy
5.34019;11.486714;unhealthy
5.34019;11.686714;unhealthy
5.34019;11.886714;unhealthy
5.34019;12.086714;unhealthy
5.34019;12.286714;unhealthy
5.34019;12.486714;unhealthy
5.34019;12.686714;unhealthy
5.34019;12.886714;unhealthy
5.34019;13.086714;unhealthy
5.34019;13.286714;unhealthy
5.34019;13.486714;unhealthy
5.34019;13.686714;unhealthy
5.34019;13.886714;unhealthy
5.34019;14.086714;unhealthy
5.34019;14.286714;unhealthy
5.34019;14.486714;unhealthy
5.34019;14.686714;unhealthy
5.34019;14.886714;unhealthy
5.34019;15.086714;unhealthy
5.34019;15.286714;unhealthy
5.34019;15.486714;unhealthy
5.34019;15.686714;unhealthy
5.34019;15.886714;unhealthy
5.34019;16.086714;unhealthy
5.34019;16.286714;unhealthy
5.34019;16.486714;unhealthy
5.34019;16.686714;unhealthy
5.34019;16.886714;unhealthy
5.34019;17.086714;unhealthy
5.34019;17.286714;unhealthy
5.34019;17.486714;unhealthy
5.34019;17.686714;unhealthy
5.34019;17.886714;unhealthy
5.34019;18.086714;unhealthy
5.34019;18.286714;unhealthy
5.34019;18.486714;unhealthy
5.34019;18.686714;unhealthy
5.34019;18.886714;unhealthy
5.34019;19.086714;unhealthy
5.34019;19.286714;unhealthy
5.34019;19.486714;unhealthy
5.34019;19.686714;unhealthy
5.34019;19.886714;unhealthy
5.34019;20.086714;unhealthy
5.34019;20.286714;unhealthy
5.34019;20.486714;unhealthy
5.34019;20.686714;unhealthy
5.34019;20.886714;unhealthy
5.34019;21.086714;unhealthy
5.34019;21.286714;unhealthy
5.34019;21.486714;unhealthy
5.34019;21.686714;unhealthy
5.34019;21.886714;unhealthy
5.34019;22.086714;unhealthy
5.34019;22.286714;unhealthy
5.34019;22.486714;unhealthy
5.34019;22.686714;unhealthy
5.34019;22.886714;unhealthy
5.34019;23.086714;unhealthy
5.34019;23.286714;unhealthy
5.34019;23.486714;unhealthy
5.34019;23.686714;unhealthy
5.34019;23.886714;unhealthy
5.34019;24.086714;unhealthy
5.34019;24.286714;unhealthy
5.34019;24.486714;unhealthy
5.34019;24.686714;unhealthy
5.34019;24.886714;unhealthy
5.34019;25.086714;unhealthy
5.34019;25.286714;unhealthy
5.34019;25.486714;unhealthy
5.34019;25.686714;unhealthy
5.34019;25.886714;unhealthy
5.34019;26.086714;unhealthy
5.34019;26.286714;unhealthy
